id,name,symbol,slug,cmc_rank,max_supply,circulating_supply,total_supply,date_added,last_updated,price,volume_24h,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,market_cap,market_cap_dominance,fully_diluted_market_cap,tags
5488,JUST,JST,just,145,,9900000000.0,9900000000.0,2020-05-07T00:00:00.000Z,2025-03-22T17:11:00.000Z,0.031256473314280074,25243697.04727772,0.17799822,0.63539269,3.56188571,-8.10045297,-17.73483401,-18.89123226,309439085.81137276,0.0112,309439085.81,"defi,tron-ecosystem,tron20-ecosystem"
2586,Synthetix,SNX,synthetix,146,,339466216.9903987,339889850.0887736,2018-03-14T00:00:00.000Z,2025-03-22T17:11:00.000Z,0.8583438850961097,16122016.36042797,0.13792658,2.70895781,1.31243962,-11.2316248,-49.79331708,-57.19097913,291378751.55041784,0.0106,291742374.43,"services,decentralized-exchange-dex-token,defi,derivatives,dao,ethereum-ecosystem,yield-farming,coinbase-ventures-portfolio,three-arrows-capital-portfolio,governance,heco-ecosystem,avalanche-ecosystem,solana-ecosystem,synthetics,defiance-capital-portfolio,framework-ventures-portfolio,alameda-research-portfolio,parafi-capital,paradigm-portfolio,polygon-ecosystem,fantom-ecosystem,near-protocol-ecosystem,spartan-group,optimism-ecosystem,real-world-assets,dwf-labs-portfolio,celsius-bankruptcy-estate"
8104,1inch Network,1INCH,1inch,147,,1377488736.3652096,1500000000.0,2020-12-25T00:00:00.000Z,2025-03-22T17:11:00.000Z,0.209795175505519,14826643.845877,0.7909966,2.35576759,4.00494376,-21.04045644,-39.82612046,-45.04673218,288990491.2026147,0.0105,314692763.26,"decentralized-exchange-dex-token,defi,wallet,ethereum-ecosystem,amm,binance-labs-portfolio,avalanche-ecosystem,solana-ecosystem,blockchain-capital-portfolio,dragonfly-capital-portfolio,fabric-ventures-portfolio,alameda-research-portfolio,parafi-capital,near-protocol-ecosystem,spartan-group,bnb-chain-ecosystem,celsius-bankruptcy-estate,gnosis-chain-ecosystem"
1455,Golem,GLM,golem-network-tokens,148,1000000000.0,1000000000.0,1000000000.0,2016-11-18T00:00:00.000Z,2025-03-22T17:11:00.000Z,0.2882052846437635,14247279.79086287,1.48702662,4.51141385,-2.10268648,-11.3512596,-18.28524948,-18.7131919,288205284.6437635,0.0104,288205284.64,"platform,ai-big-data,distributed-computing,payments,ethereum-ecosystem,polygon-ecosystem,web3,depin"
131,Dash,DASH,dash,149,18900000.0,12186933.40178322,12186933.40178322,2014-02-14T00:00:00.000Z,2025-03-22T17:11:00.000Z,23.32828404266105,33451999.86163881,0.41467673,0.56508146,0.84567752,-12.99609475,-37.39265972,-35.29027474,284300244.00579244,0.0103,440904568.41,"mineable,hybrid-pow-pos,x11,medium-of-exchange,privacy,masternodes,dao,governance,alleged-sec-securities,2017-2018-alt-season,made-in-america"
30494,EigenLayer,EIGEN,eigenlayer,150,,234977760.92,1714844124.7347438,2024-07-04T15:49:12.000Z,2025-03-22T17:11:00.000Z,1.2040660766930202,31205075.35377324,0.47180348,6.4377997,2.90137747,-37.73827045,-55.93013296,-67.1479246,282928750.7010549,0.0103,2064785637.41,"ethereum-ecosystem,restaking,cmc-crypto-yearbook-2024-2025,made-in-america"
4041,MX Token,MX,mx-token,151,1000000000.0,94954334.0,418391834.0,2019-09-24T00:00:00.000Z,2025-03-22T17:11:00.000Z,2.9625838346071083,8154772.66663282,0.27983343,1.17955158,7.7504505,-13.073325,-20.10057563,-13.46917686,281310174.9342841,0.0102,2962583834.61,"marketplace,centralized-exchange,discount-token,ethereum-ecosystem"
5034,Kusama,KSM,kusama,152,,16265308.56478455,16265308.56478455,2019-12-12T00:00:00.000Z,2025-03-22T17:11:00.000Z,17.268247077639717,7099378.91455077,0.67047381,1.08174719,2.77969059,-13.44027399,-38.94645673,-44.2395088,280873367.0907491,0.0102,280873367.09,"substrate,polkadot-ecosystem,cms-holdings-portfolio,kenetic-capital-portfolio,1confirmation-portfolio,vbc-ventures-portfolio,made-in-america"
24091,ZKsync,ZK,zksync,153,21000000000.0,3675000000.0,21000000000.0,2024-06-16T23:10:00.000Z,2025-03-22T17:11:00.000Z,0.07539055604067528,36734776.77017538,0.68189407,5.89569296,3.7239632,-30.31837184,-51.60182871,-56.23364167,277060293.44948167,0.01,1583201676.85,"zero-knowledge-proofs,layer-2,blockchain-capital-portfolio,okx-ventures-portfolio,zksync-era-ecosystem,modular-blockchain,egirl-capital-portfolio"
5198,Creditcoin,CTC,creditcoin,154,600000000.0,434416053.0,549564264.0,2020-01-31T00:00:00.000Z,2025-03-22T17:11:00.000Z,0.6372255281342544,15456764.49310699,0.51901317,1.12676258,3.36274954,-17.83148648,-38.48553952,-52.79492936,276820998.80292326,0.01,382335316.88,"ethereum-ecosystem,real-world-assets"
8119,SafePal,SFP,safepal,155,500000000.0,500000000.0,500000000.0,2020-12-28T00:00:00.000Z,2025-03-22T17:11:00.000Z,0.543828321536203,6977391.23652345,0.28212979,2.11146997,-0.68635472,-15.0012455,-22.18073321,-20.70376345,271914160.7681015,0.0099,271914160.77,"wallet,ethereum-ecosystem,binance-launchpad,injective-ecosystem,bnb-chain-ecosystem"
30083,Aethir,ATH,aethir,156,42000000000.0,7899322677.0,42000000000.0,2024-06-12T13:27:01.000Z,2025-03-22T17:11:00.000Z,0.033880329657900325,15083030.1390486,1.24252145,4.78240388,-9.5076327,-6.80367584,-43.53181529,-50.16441968,267631656.3708877,0.0097,1422973845.63,"ai-big-data,distributed-computing,ethereum-ecosystem,solana-ecosystem,arbitrum-ecosystem,depin,cmc-crypto-yearbook-2024-2025"
28850,Notcoin,NOT,notcoin,157,102456957533.56,102456957533.56,102456957533.56,2024-05-09T15:38:45.000Z,2025-03-22T17:11:00.000Z,0.0025868613526506034,70480377.02763975,1.07184854,5.88244361,1.08132601,-10.75477467,-50.93345181,-59.31097824,265041943.75373045,0.0096,265041943.75,"gaming,memes,binance-launchpool,play-to-earn,web3,telegram-bot,toncoin-ecosystem,tap-to-earn,cmc-crypto-yearbook-2024-2025"
3822,Theta Fuel,TFUEL,theta-fuel,158,,6882234049.0,6882234049.0,2019-03-28T00:00:00.000Z,2025-03-22T17:11:00.000Z,0.03849444961515801,2337902.35651078,-0.29739809,0.7346415,-0.01223821,-21.19024472,-40.42630364,-41.56501535,264927811.8389554,0.0096,264927811.84,"media,vr-ar,distributed-computing,content-creation,defi,entertainment,payments,sharing-economy,smart-contracts,depin,made-in-america"
29587,Wormhole,W,wormhole,159,10000000000.0,2915802053.0,10000000000.0,2024-03-29T04:25:44.000Z,2025-03-22T17:11:00.000Z,0.0906130964287517,72911485.5000522,-1.05830353,10.74291789,-1.35465686,-46.27787414,-61.18804759,-65.48166008,264209852.5956412,0.0096,906130964.29,"collectibles-nfts,defi,interoperability,dao,ethereum-ecosystem,coinbase-ventures-portfolio,governance,solana-ecosystem,arrington-xrp-capital-portfolio,multicoin-capital-portfolio,web3,arbitrum-ecosystem,cross-chain,optimism-ecosystem,jump-crypto,base-ecosystem,cmc-crypto-yearbook-2024-2025"
28194,SATS (Ordinals),SATS,sats-ordinals,160,2100000000000000.0,2100000000000000.0,2100000000000000.0,2023-09-29T05:13:12.000Z,2025-03-22T17:11:00.000Z,1.248729956523043e-07,21262607.19908577,0.07037417,0.4019084,1.99955914,0.91595757,2.70455176,-29.48060003,262233290.86983904,0.0095,262233290.87,"bitcoin-ecosystem,brc-20,inscriptions,ordinals-brc20-ecosystem"
21846,SPACE ID,ID,space-id,161,2000000000.0,963265931.1744398,1995265932.1744397,2022-09-16T05:55:56.000Z,2025-03-22T17:11:00.000Z,0.263961084483169,16612098.03629845,2.02614032,4.54135318,14.66523012,-14.97926749,-34.55992231,-41.62150025,254264719.83849478,0.0092,527922168.97,"ethereum-ecosystem,binance-launchpad,mvb,bnb-chain-ecosystem,dwf-labs-portfolio"
12885,Astar,ASTR,astar,162,,7621136361.0,8378869786.0,2021-10-19T09:53:03.000Z,2025-03-22T17:11:00.000Z,0.03281694800060965,9834884.39102304,0.45505518,4.34065629,2.97398754,-19.86100511,-40.486653,-45.89563952,250102435.66449246,0.0091,274968934.07,"smart-contracts,dapp,polkadot,rollups,okx-ventures-portfolio,layer-1"
34619,Vana,VANA,vana,163,120000000.0,30084000.0,112641600.0,2024-12-13T12:20:10.000Z,2025-03-22T17:11:00.000Z,8.237868264399276,304119554.6920708,2.33953631,19.00337951,42.3828094,43.96961871,-18.40273324,-54.14285202,247828028.86618784,0.009,988544191.73,"platform,ai-big-data,coinbase-ventures-portfolio,polychain-capital-portfolio,paradigm-portfolio,layer-1"
6958,Alchemy Pay,ACH,alchemy-pay,164,10000000000.0,8828530656.78816,9999999999.999989,2020-09-09T00:00:00.000Z,2025-03-22T17:11:00.000Z,0.028061193191629464,122822887.01480713,2.90407768,3.93786991,22.16937136,-22.58534328,31.85051849,20.46714875,247739104.3583559,0.009,280611931.92,"ethereum-ecosystem,bnb-chain-ecosystem,dwf-labs-portfolio"
2469,Zilliqa,ZIL,zilliqa,165,21000000000.0,19681562363.408493,20364517789.118492,2018-01-25T00:00:00.000Z,2025-03-22T17:11:00.000Z,0.012582565263646883,9028961.30970684,0.60504035,0.777106,1.65233932,-14.10519795,-38.582609,-40.3146254,247644542.92812353,0.009,264233870.54,"mineable,platform,payments,smart-contracts,ethereum-ecosystem,polychain-capital-portfolio,metaverse,kenetic-capital-portfolio,zilliqa-ecosystem"
23121,Blur,BLUR,blur-token,166,,2257176198.772831,3000000000.0,2023-02-13T15:07:24.000Z,2025-03-22T17:11:00.000Z,0.10955964774993412,23336872.76824506,1.02534213,3.78247628,1.81196772,-20.90925484,-46.2555682,-57.69419335,247295429.24708664,0.009,328678943.25,"collectibles-nfts,ethereum-ecosystem,egirl-capital-portfolio,made-in-america"
35429,Solayer,LAYER,solayer,167,,210000000.0,1000000000.0,2025-01-23T10:38:59.000Z,2025-03-22T17:11:00.000Z,1.172629214616445,273186050.43015134,1.11153932,0.26468596,1.53271122,73.93969527,-9.13562972,-9.13562972,246252135.06945345,0.0089,1172629214.62,"defi,polychain-capital-portfolio,binance-labs-portfolio,solana-ecosystem,restaking,binance-hodler-airdrops"
8290,SuperVerse,SUPER,superverse,168,,533826887.41691726,999998077.4169173,2021-01-20T00:00:00.000Z,2025-03-22T17:11:00.000Z,0.46052358697402995,8786367.48254975,1.56854493,5.89179338,0.04713453,-31.99528305,-58.37995518,-69.44943769,245839873.0164204,0.0089,460522701.58,"collectibles-nfts,gaming,ethereum-ecosystem,launchpad,polkastarter,exnetwork-capital-portfolio,superstarter,polygon-ecosystem,animoca-brands-portfolio,injective-ecosystem,made-in-america"
33391,DeepBook Protocol,DEEP,deepbook-protocol,169,10000000000.0,2965000000.0,10000000000.0,2024-10-10T05:43:32.000Z,2025-03-22T17:10:00.000Z,0.08279815029772393,11684354.93141408,0.94670033,7.48465025,-16.90517743,-51.38269648,-73.81532782,-23.7405397,245496515.63275146,0.0089,827981502.98,"decentralized-exchange-dex-token,defi,sui-ecosystem"
4948,Nervos Network,CKB,nervos-network,170,,46172514004.90743,46902374294.00983,2019-11-19T00:00:00.000Z,2025-03-22T17:11:00.000Z,0.00525356480899559,15379900.71595223,0.88005812,5.64443203,6.01849887,-18.51885312,-46.14113387,-50.86916981,242570294.7190377,0.0088,246404663.05,"mineable,pow,platform,collectibles-nfts,defi,interoperability,quantum-resistant,research,scaling,smart-contracts,dao,polychain-capital-portfolio,rollups,blockchain-capital-portfolio,cms-holdings-portfolio,dragonfly-capital-portfolio,electric-capital-portfolio,hashkey-capital-portfolio,huobi-capital-portfolio,1confirmation-portfolio,multicoin-capital-portfolio,web3"
21585,Safe,SAFE,safe1,171,1000000000.0,527419089.0,1000000000.0,2024-04-22T21:43:00.000Z,2025-03-22T17:11:00.000Z,0.4441522616618429,15381597.71220433,0.70479193,6.65453212,4.91460326,-22.50658371,-46.46943402,-58.62956768,234254381.2229788,0.0085,444152261.66,"staking,wallet,ethereum-ecosystem,account-abstraction"
29779,Polyhedra Network,ZKJ,polyhedra-network,172,1000000000.0,112502998.79,1000000000.0,2024-03-19T09:05:12.000Z,2025-03-22T17:11:00.000Z,2.0599601430632157,2585961.75495454,-0.00476905,-0.13450427,0.87370762,-0.48451563,7.13118072,5.10093517,231751693.4824892,0.0084,2059960143.06,"interoperability,ethereum-ecosystem,polychain-capital-portfolio,binance-labs-portfolio,hashkey-capital-portfolio,animoca-brands-portfolio,okx-ventures-portfolio,bnb-chain-ecosystem,real-world-assets"
7653,Oasis,ROSE,oasis-network,173,,7064132681.0,10000000000.0,2020-11-12T00:00:00.000Z,2025-03-22T17:11:00.000Z,0.03254164446584554,10030551.58489284,0.75680217,1.97000143,0.86472092,-24.28513333,-52.7196586,-59.45132125,229878494.16466224,0.0083,325416444.66,"cosmos-ecosystem,ai-big-data,privacy,scaling,smart-contracts,polychain-capital-portfolio,binance-labs-portfolio,avalanche-ecosystem,arrington-xrp-capital-portfolio,blockchain-capital-portfolio,dragonfly-capital-portfolio,electric-capital-portfolio,kenetic-capital-portfolio,huobi-capital-portfolio,a16z-portfolio,winklevoss-capital-portfolio,pantera-capital-portfolio,injective-ecosystem,oasis-ecosystem,layer-1"
1684,Qtum,QTUM,qtum,174,107822406.0,105571281.0,107822406.0,2017-05-24T00:00:00.000Z,2025-03-22T17:11:00.000Z,2.155105983333723,38400067.02500129,0.14331433,-0.09736015,-1.65136928,-33.60318711,-30.37904304,-30.29065885,227517299.3513058,0.0082,232368712.31,"platform,smart-contracts,kenetic-capital-portfolio,bitcoin-ecosystem"
7548,WEMIX,WEMIX,wemix,175,590000000.0,418688768.1551715,538282592.4026076,2020-10-29T00:00:00.000Z,2025-03-22T17:11:00.000Z,0.5421950582669732,1529555.74254822,-0.02139123,1.40482364,-11.63049329,-28.39749518,-30.85311503,-37.06895793,227010981.04562047,0.0082,319895084.38,"platform,collectibles-nfts,gaming,metaverse,play-to-earn"
21259,ZetaChain,ZETA,zetachain,176,2100000000.0,731645833.0,2100000000.0,2022-08-05T02:45:23.000Z,2025-03-22T17:11:00.000Z,0.30947641234811885,246927755.1339021,5.04262003,46.27144522,40.59271137,-0.46984808,-35.15477417,-46.61207911,226427127.5062909,0.0082,649900465.93,"interoperability,smart-contracts,cross-chain,bitcoin-ecosystem,layer-1,made-in-america"
1697,Basic Attention Token,BAT,basic-attention-token,177,,1495668356.9526057,1500000000.0,2017-06-01T00:00:00.000Z,2025-03-22T17:10:00.000Z,0.15105485810644484,11669221.82629956,0.47118632,1.17466755,0.58233958,-18.24899449,-36.97069412,-29.61810877,225927971.43377534,0.0082,226582287.16,"marketing,ai-big-data,content-creation,defi,interoperability,payments,smart-contracts,staking,ethereum-ecosystem,governance,avalanche-ecosystem,solana-ecosystem,dcg-portfolio,1confirmation-portfolio,pantera-capital-portfolio,web3,near-protocol-ecosystem,gnosis-chain-ecosystem,made-in-america"
1896,0x Protocol,ZRX,0x,178,1000000000.0,848396562.8973439,1000000000.0,2017-08-16T00:00:00.000Z,2025-03-22T17:11:00.000Z,0.26509068137988784,29487342.27480497,0.41284291,2.81970456,3.63903166,-17.70259234,-44.05988771,-42.25779778,224902022.93881175,0.0082,265090681.38,"platform,decentralized-exchange-dex-token,defi,scaling,dao,ethereum-ecosystem,substrate,polkadot,polychain-capital-portfolio,governance,blockchain-capital-portfolio,boostvc-portfolio,fabric-ventures-portfolio,kenetic-capital-portfolio,placeholder-ventures-portfolio,pantera-capital-portfolio,celsius-bankruptcy-estate,made-in-america"
10407,Baby Doge Coin,BabyDoge,baby-doge-coin,179,,1.637122719931946e+17,2.0263767619484576e+17,2021-06-11T00:00:00.000Z,2025-03-22T17:11:00.000Z,1.359411084300385e-09,19477362.68387773,0.75583544,2.85018854,7.68183594,-17.15284925,-39.36303167,-61.13894557,222552277.1835482,0.0081,275467903.12,"marketing,art,marketplace,media,philanthropy,services,collectibles-nfts,loyalty,content-creation,decentralized-exchange-dex-token,defi,gaming,entertainment,memes,payments,ethereum-ecosystem,binance-smart-chain,launchpad,solana-ecosystem,doggone-doggerel,web3,cross-chain,bnb-chain-ecosystem,generative-ai,toncoin-ecosystem,tap-to-earn"
3640,Livepeer,LPT,livepeer,180,,39042111.22225124,39042111.22225124,2018-12-19T00:00:00.000Z,2025-03-22T17:11:00.000Z,5.649447046470759,16462299.00536162,1.87235823,5.03729245,2.48808509,-22.14043248,-54.22096394,-64.78924611,220566339.93253013,0.008,220566339.93,"media,ai-big-data,distributed-computing,video,ethereum-ecosystem,coinfund-portfolio,dcg-portfolio,pantera-capital-portfolio,multicoin-capital-portfolio,web3,arbitrum-ecosystem,harmony-ecosystem,generative-ai,depin"
8536,Mask Network,MASK,mask-network,181,100000000.0,100000000.0,100000000.0,2021-02-21T00:00:00.000Z,2025-03-22T17:11:00.000Z,2.174904199878825,27479139.83368417,0.07738455,-0.38901435,-0.15129152,-0.51722849,-12.73528227,-28.65594979,217490419.98788252,0.0079,217490419.99,"communications-social-media,collectibles-nfts,content-creation,ethereum-ecosystem,metaverse,polygon-ecosystem,web3,animoca-brands-portfolio,injective-ecosystem,bnb-chain-ecosystem,dwf-labs-portfolio"
3012,VeThor Token,VTHO,vethor-token,182,,87538763690.0,87538763690.0,2018-07-30T00:00:00.000Z,2025-03-22T17:11:00.000Z,0.002455051172287504,4424228.87374227,0.12333091,0.382187,-1.93980204,-28.24198753,-48.38352413,-9.46430032,214912144.41773328,0.0078,214912144.42,vechain-ecosystem
34026,ai16z,AI16Z,ai16z,183,1099999958.01,1099998788.076456,1099998788.076456,2024-11-17T23:08:14.000Z,2025-03-22T17:11:00.000Z,0.19524275505079267,32648850.05706796,0.17441769,5.01941712,0.15969384,-41.05329198,-79.61590898,-69.63197294,214766793.9365803,0.0078,214767022.36,"memes,solana-ecosystem,ai-memes,ai-agents,binance-alpha,made-in-america"
12220,Osmosis,OSMO,osmosis,184,1000000000.0,717241579.950837,997433664.968917,2021-09-30T16:58:27.000Z,2025-03-22T17:11:00.000Z,0.29618608207173575,5970805.11962564,0.73462125,3.15748412,-1.87233873,-12.58209856,-29.64791527,-32.64795371,212436973.46458003,0.0077,296186082.07,"cosmos-ecosystem,injective-ecosystem,osmosis-ecosystem,modular-blockchain"
25028,ORDI,ORDI,ordi,185,21000000.0,21000000.0,21000000.0,2023-05-08T05:51:24.000Z,2025-03-22T17:11:00.000Z,10.086927535144783,53315051.83625253,-0.19093996,4.07058603,9.0643959,-18.08974773,-49.87789188,-62.41459752,211825478.23804045,0.0077,211825478.24,"bitcoin-ecosystem,brc-20,inscriptions,ordinals-brc20-ecosystem,cmc-crypto-yearbook-2024-2025"
5567,Celo,CELO,celo,186,1000000000.0,565268025.0,1000000000.0,2020-05-22T00:00:00.000Z,2025-03-22T17:11:00.000Z,0.3739661417612665,9871057.12659661,0.41819461,3.91435298,8.74689258,-14.02843287,-37.73875442,-43.34801894,211391102.37026116,0.0077,373966141.76,"pos,zero-knowledge-proofs,mobile,payments,smart-contracts,coinbase-ventures-portfolio,polychain-capital-portfolio,dragonfly-capital-portfolio,electric-capital-portfolio,a16z-portfolio,near-protocol-ecosystem,celo-ecosystem,dwf-labs-portfolio,made-in-america"
9903,Convex Finance,CVX,convex-finance,187,,98909080.03910793,99857621.86136965,2021-05-18T00:00:00.000Z,2025-03-22T17:11:00.000Z,2.0593565539613388,13934745.44648161,0.08562475,2.4149017,4.42098424,-12.81112747,-45.64199845,-47.37295068,203689062.22482356,0.0074,205642448.04,"defi,ethereum-ecosystem,yield-aggregator,solana-ecosystem"
31526,Moca Network,MOCA,mocaverse,188,8888888888.0,1914588399.72,8888888888.0,2024-07-04T07:14:36.000Z,2025-03-22T17:11:00.000Z,0.10628056507752141,55322341.76107288,1.0695085,10.67714087,9.21978738,-17.14968148,-39.70826353,-60.8068038,203483537.01310906,0.0074,944716133.93,"collectibles-nfts,ethereum-ecosystem,metaverse"
28782,Popcat (SOL),POPCAT,popcat-sol,189,979973220.96,979973184.6,979973220.96,2023-12-20T18:16:41.000Z,2025-03-22T17:11:00.000Z,0.20759651269362236,52067028.34420869,-0.40451485,10.50559583,6.28099371,-12.14184611,-55.55214896,-73.46700389,203439015.65622345,0.0074,203439023.2,"memes,solana-ecosystem,cat-themed,animal-memes,cmc-crypto-yearbook-2024-2025,moonshot"
1168,Decred,DCR,decred,190,21000000.0,16694376.941105,16694376.941105,2016-02-10T00:00:00.000Z,2025-03-22T17:11:00.000Z,12.096567149377442,1954327.41994598,0.35501401,2.63696542,3.98809198,-10.16162708,-7.69729161,-26.26712388,201944651.685095,0.0073,254027910.14,"mineable,hybrid-pow-pos,medium-of-exchange,store-of-value,dao,placeholder-ventures-portfolio"
2467,OriginTrail,TRAC,origintrail,191,,499295031.602,500000000.0,2018-01-25T00:00:00.000Z,2025-03-22T17:11:00.000Z,0.3940551437791324,1781142.29612533,-0.24036437,0.94714163,-8.57144565,-19.16953715,-39.8139912,-48.41342251,196749775.46613258,0.0071,197027571.89,"marketplace,logistics,ai-big-data,enterprise-solutions,distributed-computing,data-provenance,privacy,interoperability,smart-contracts,polygon-ecosystem,web3,open-source,desci,generative-ai,real-world-assets,layer-1,depin,ai-agents,gnosis-chain-ecosystem"
2682,Holo,HOT,holo,192,,174973824809.00558,177619433541.14133,2018-04-29T00:00:00.000Z,2025-03-22T17:11:00.000Z,0.0011205427103057497,8384936.52492402,0.83086749,1.40621634,-2.70130013,-30.08725275,-52.90384726,-52.34460602,196065643.88404655,0.0071,199030161.46,"platform,distributed-computing,filesharing,ethereum-ecosystem,storage,depin,gnosis-chain-ecosystem"
30933,Dog (Bitcoin),DOG,dog-go-to-the-moon-rune,193,100000000000.0,100000000000.0,100000000000.0,2024-04-26T04:38:28.000Z,2025-03-22T17:11:00.000Z,0.0019583105663404953,4586605.79132638,-0.30851542,0.81665543,-1.0839714,-29.46397428,-59.67288657,-71.97361313,195831056.63404953,0.0071,195831056.63,"memes,solana-ecosystem,doggone-doggerel,bitcoin-ecosystem,runes,runes-ecosystem"
1785,Gas,GAS,gas,194,,64992331.0,64992331.0,2017-07-06T00:00:00.000Z,2025-03-22T17:11:00.000Z,2.9861120074961023,3882066.94246267,0.17110153,2.32297915,1.2373192,-25.03643617,-38.6462095,-33.65336842,194074379.99426118,0.007,194074379.99,"medium-of-exchange,payments,smart-contracts,neo-ecosystem"
1042,Siacoin,SC,siacoin,195,,56025636522.075195,59908095676.30304,2015-08-26T00:00:00.000Z,2025-03-22T17:11:00.000Z,0.0034577900903167047,18476430.01421019,0.20060367,2.01425216,5.27935416,-15.35486594,-36.44763837,-38.08621142,193724890.76971725,0.007,207149619.56,"mineable,pow,blake2b,platform,distributed-computing,filesharing,storage,dragonfly-capital-portfolio,fenbushi-capital-portfolio,paradigm-portfolio,web3,near-protocol-ecosystem,depin"
33788,Peanut the Squirrel,PNUT,peanut-the-squirrel,196,,999853011.517962,999853011.517962,2024-11-04T02:00:00.000Z,2025-03-22T17:11:00.000Z,0.1895623999647378,218625666.26593694,0.66686082,7.83348783,-5.21376061,36.72477214,-49.56386217,-75.30857052,189534536.4753155,0.0069,189534536.48,"memes,solana-ecosystem,political-memes,animal-memes,pump-fun-ecosystem"
6953,Frax Share,FXS,frax-share,197,,88823268.55322391,99681495.59113361,2020-09-08T00:00:00.000Z,2025-03-22T17:11:00.000Z,2.1281474795738333,18557184.43094567,-0.45384188,0.52343174,14.67861582,16.57093822,-29.47089069,-14.68668508,189029015.09905317,0.0069,212136923.6,"defi,ethereum-ecosystem,amm,seigniorage,avalanche-ecosystem,solana-ecosystem,exnetwork-capital-portfolio,fantom-ecosystem,arbitrum-ecosystem,bnb-chain-ecosystem,made-in-america"
2577,Ravencoin,RVN,ravencoin,198,21000000000.0,14955455332.994707,14955455332.994707,2018-03-10T00:00:00.000Z,2025-03-22T17:11:00.000Z,0.012440002195528136,5907583.63395374,0.16256129,1.3576771,0.159275,-13.13208116,-35.81263541,-40.41008894,186045897.1775771,0.0067,261240046.11,"mineable,pow,platform,crowdfunding,real-world-assets,made-in-america"
31278,Drift,DRIFT,drift,199,,292573236.521239,1000000000.0,2024-05-16T07:44:32.000Z,2025-03-22T17:11:00.000Z,0.6345068175768462,42428985.95206169,1.07004131,-1.02287047,10.77867489,-6.32001327,-39.79992383,-42.15903269,185639713.21324927,0.0067,634506817.58,"decentralized-exchange-dex-token,derivatives,polychain-capital-portfolio,governance,solana-ecosystem,multicoin-capital-portfolio,jump-crypto,binance-alpha"
